Name;Location;Open Year-Round;Handicap Accessible;Borough;Comments;Latitude;Longitude;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;GEOID;STATE;COUNTY;TRACT;BLOCK;
St. Mary's Park (Recreation Center);450 St. Ann's Avenue;Yes;Yes;Bronx;;408.113.663;-7.391.410.379.999.990;;340;360050037001000;408.114.570;1000;0;36;1000;2,10701E+14;BK;408.114.570;S;Block 1000;2134612;3700;-739.121.722;1;165973;136;-739.121.722;G5040;L;U;5;;340;3,6005E+14;408.114.570;1000;0;36;1000;2,10701E+14;BK;408.114.570;S;Block 1000;2134612;3700;-739.121.722;1;165973;136;-739.121.722;G5040;L;U;5;3,6005E+14;36;5;3700;1000;
St. Mary's Park West;St. Anns Avenue & East 147 Street;Yes;;Bronx;;40.812.969;-739.137.286;;313;360050043001002;408.136.122;1002;0;36;1002;2,10701E+14;BK;408.136.122;S;Block 1002;2134611;4300;-739.145.270;1;14652;107;-739.145.270;G5040;L;U;5;;313;3,6005E+14;408.136.122;1002;0;36;1002;2,10701E+14;BK;408.136.122;S;Block 1002;2134611;4300;-739.145.270;1;14652;107;-739.145.270;G5040;L;U;5;3,6005E+14;36;5;4300;1002;
St. Mary's Playground East Playground;Jackson Avenue between East 144 and 145 streets;Yes;Yes;Bronx;;407.888.205;-738.221.804;;60;360811039004000;407.887.869;4000;0;36;4000;2,10701E+14;BK;407.889.013;S;Block 4000;5806542;103900;-738.215.441;4;28308;20;-738.202.803;G5040;L;U;81;;60;3,60811E+14;407.887.869;4000;0;36;4000;2,10701E+14;BK;407.889.013;S;Block 4000;5806542;103900;-738.215.441;4;28308;20;-738.202.803;G5040;L;U;81;3,60811E+14;36;81;103900;4000;
St. Nicholas Park;West 133 Street & St. Nicholas Avenue;Yes;;Manhattan;;408.156.885;-7.394.862.460.000.000;;614;360610215002000;408.157.819;2000;0;36;2000;2,10701E+14;BK;408.157.819;S;Block 2000;3705559;21500;-739.478.860;2;9543;262;-739.478.860;G5040;L;U;61;;614;3,6061E+14;408.157.819;2000;0;36;2000;2,10701E+14;BK;408.157.819;S;Block 2000;3705559;21500;-739.478.860;2;9543;262;-739.478.860;G5040;L;U;61;3,6061E+14;36;61;21500;2000;
St. Nicholas Park;West 129 Street & St. Nicholas Terrace;Yes;;Manhattan;;4.081.354.899.999.990;-739.513.212;;0;360610217031005;408.153.671;1005;0;36;1005;2,10701E+14;BK;408.153.671;S;Block 1005;3713932;21703;-739.497.359;1;62996;0;-739.497.359;G5040;L;U;61;;0;3,6061E+14;408.153.671;1005;0;36;1005;2,10701E+14;BK;408.153.671;S;Block 1005;3713932;21703;-739.497.359;1;62996;0;-739.497.359;G5040;L;U;61;3,6061E+14;36;61;21703;1005;
St. Nicholas Park (Arlington Edinboro Playground);West 140 Street & St. Nicholas Avenue;Yes;;Manhattan;;408.205.972;-739.464.625;;0;360610217031000;408.191.870;1000;0;36;1000;2,10701E+14;BK;408.191.870;S;Block 1000;3355450;21703;-739.477.649;1;51329;0;-739.477.649;G5040;L;U;61;;0;3,6061E+14;408.191.870;1000;0;36;1000;2,10701E+14;BK;408.191.870;S;Block 1000;3355450;21703;-739.477.649;1;51329;0;-739.477.649;G5040;L;U;61;3,6061E+14;36;61;21703;1000;
St. Vartan Park;East 35-East 36 streets, between 1 & 2 avenues;Yes;Yes;Manhattan;;407.488.383;-73.980.977;;336;360610082003000;407.490.172;3000;0;36;3000;2,10701E+14;BK;407.490.172;S;Block 3000;3420595;8200;-739.809.887;3;12282;248;-739.809.887;G5040;L;U;61;;336;3,6061E+14;407.490.172;3000;0;36;3000;2,10701E+14;BK;407.490.172;S;Block 3000;3420595;8200;-739.809.887;3;12282;248;-739.809.887;G5040;L;U;61;3,6061E+14;36;61;8200;3000;
Stanley Isaacs;East 96-97 streets & FDR Drive;Yes;Yes;Manhattan;;407.872.117;-7.395.245.299.999.990;;848;360610160021000;407.872.247;1000;0;36;1000;2,10701E+14;BK;407.872.247;S;Block 1000;3426545;16002;-739.531.107;1;13312;455;-739.531.107;G5040;L;U;61;;848;3,6061E+14;407.872.247;1000;0;36;1000;2,10701E+14;BK;407.872.247;S;Block 1000;3426545;16002;-739.531.107;1;13312;455;-739.531.107;G5040;L;U;61;3,6061E+14;36;61;16002;1000;
Stapleton Playground;Tompkins Avenue & Broad Street;Yes;Yes;Staten Island;;406.246.398;-740.796.218;;147;360850027002001;406.255.180;2001;0;36;2001;2,10701E+14;BK;406.255.180;S;Block 2001;6493147;2700;-740.783.936;2;20079;57;-740.783.936;G5040;L;U;85;;147;3,6085E+14;406.255.180;2001;0;36;2001;2,10701E+14;BK;406.255.180;S;Block 2001;6493147;2700;-740.783.936;2;20079;57;-740.783.936;G5040;L;U;85;3,6085E+14;36;85;2700;2001;
Star Spangled Banner Playground;Franklin & Willoughby avenues;Yes;;Brooklyn;;40.693.901;-739.489.238;;591;360470253002000;406.933.493;2000;0;36;2000;2,10701E+14;BK;406.933.493;S;Block 2000;4145523;25300;-739.504.807;2;23068;327;-739.504.807;G5040;L;U;47;;591;3,6047E+14;406.933.493;2000;0;36;2000;2,10701E+14;BK;406.933.493;S;Block 2000;4145523;25300;-739.504.807;2;23068;327;-739.504.807;G5040;L;U;47;3,6047E+14;36;47;25300;2000;
Stars & Stripes Playground;Baychester Avenue, Crawford Avenue;Yes;;Bronx;;4.088.473.159.999.990;-738.404.156;;282;360050484013006;408.839.219;3006;0;36;3006;2,10701E+14;BK;408.839.219;S;Block 3006;1474365;48401;-738.390.392;3;41049;93;-738.390.392;G5040;L;U;5;;282;3,6005E+14;408.839.219;3006;0;36;3006;2,10701E+14;BK;408.839.219;S;Block 3006;1474365;48401;-738.390.392;3;41049;93;-738.390.392;G5040;L;U;5;3,6005E+14;36;5;48401;3006;
Sternberg Park;Montrose Avenue, Boerum, Lorimer, Leonard streets;Yes;Yes;Brooklyn;;407.077.716;-739.398.633;;449;360470493022001;407.079.418;2001;0;36;2001;2,10701E+14;BK;407.079.418;S;Block 2001;4712076;49302;-739.407.387;2;11800;240;-739.407.387;G5040;L;U;47;;449;3,6047E+14;407.079.418;2001;0;36;2001;2,10701E+14;BK;407.079.418;S;Block 2001;4712076;49302;-739.407.387;2;11800;240;-739.407.387;G5040;L;U;47;3,6047E+14;36;47;49302;2001;
Stockton Playground;Marcy & Park avenues;Yes;;Brooklyn;;406.975.765;-7.394.964.770.000.000;;2057;360470255002000;406.962.919;2000;0;36;2000;2,10701E+14;BK;406.962.919;S;Block 2000;4146720;25500;-739.510.664;2;69349;764;-739.510.664;G5040;L;U;47;;2057;3,6047E+14;406.962.919;2000;0;36;2000;2,10701E+14;BK;406.962.919;S;Block 2000;4146720;25500;-739.510.664;2;69349;764;-739.510.664;G5040;L;U;47;3,6047E+14;36;47;25500;2000;
Stroud Playground;Classon Avenue & Sterling Place;Yes;;Brooklyn;;40.674.013;-7.396.039.189.999.990;;281;360470215001000;406.747.659;1000;0;36;1000;2,10701E+14;BK;406.747.659;S;Block 1000;8100963;21500;-739.617.331;1;26653;146;-739.617.331;G5040;L;U;47;;281;3,6047E+14;406.747.659;1000;0;36;1000;2,10701E+14;BK;406.747.659;S;Block 1000;8100963;21500;-739.617.331;1;26653;146;-739.617.331;G5040;L;U;47;3,6047E+14;36;47;21500;1000;
Sunset Park;41 to 44 streets, 5 to 7 avenues;Yes;;Brooklyn;;40.631.038;-740.160.382;;373;360470128011004;406.310.278;1004;0;36;1004;2,10701E+14;BK;406.310.278;S;Block 1004;4710002;12801;-740.152.482;1;10957;94;-740.152.482;G5040;L;U;47;;373;3,6047E+14;406.310.278;1004;0;36;1004;2,10701E+14;BK;406.310.278;S;Block 1004;4710002;12801;-740.152.482;1;10957;94;-740.152.482;G5040;L;U;47;3,6047E+14;36;47;12801;1004;
Sunset Park (Recreation Center);41 to 44 streets, 5 to 7 avenues;Yes;;Brooklyn;;40.631.038;-740.160.382;;373;360470128011004;406.310.278;1004;0;36;1004;2,10701E+14;BK;406.310.278;S;Block 1004;4710002;12801;-740.152.482;1;10957;94;-740.152.482;G5040;L;U;47;;373;3,6047E+14;406.310.278;1004;0;36;1004;2,10701E+14;BK;406.310.278;S;Block 1004;4710002;12801;-740.152.482;1;10957;94;-740.152.482;G5040;L;U;47;3,6047E+14;36;47;12801;1004;
Surf Playground;West 27 Street & Surf Avenue;Yes;;Brooklyn;;405.731.593;-739.927.805;;173;360470340002001;405.723.477;2001;0;36;2001;2,10701E+14;BK;405.723.477;S;Block 2001;8101676;34000;-739.931.489;2;15545;1;-739.931.489;G5040;L;U;47;;173;3,6047E+14;405.723.477;2001;0;36;2001;2,10701E+14;BK;405.723.477;S;Block 2001;8101676;34000;-739.931.489;2;15545;1;-739.931.489;G5040;L;U;47;3,6047E+14;36;47;34000;2001;
Tall Oak Playground;64 Avenue, 218 & 219 streets;Yes;;Queens;;407.285.784;-737.448.869;;73;360810552002002;407.287.081;2002;0;36;2002;2,10701E+14;BK;407.287.081;S;Block 2002;1023346;55200;-737.453.115;2;7816;25;-737.453.115;G5040;L;U;81;;73;3,60811E+14;407.287.081;2002;0;36;2002;2,10701E+14;BK;407.287.081;S;Block 2002;1023346;55200;-737.453.115;2;7816;25;-737.453.115;G5040;L;U;81;3,60811E+14;36;81;55200;2002;
Taylor Playground;Guerlain Street, Thieriot Avenue, Taylor Avenue;Yes;;Bronx;;408.395.128;-7.386.581.629.999.990;;603;360050216013000;408.399.152;3000;0;36;3000;2,10701E+14;BK;408.399.152;S;Block 3000;3325927;21601;-738.665.226;3;10492;249;-738.665.226;G5040;L;U;5;;603;3,6005E+14;408.399.152;3000;0;36;3000;2,10701E+14;BK;408.399.152;S;Block 3000;3325927;21601;-738.665.226;3;10492;249;-738.665.226;G5040;L;U;5;3,6005E+14;36;5;21601;3000;
Tecumseh Playground;West 77 Street & Amsterdam Avenue;Yes;;Manhattan;;407.818.433;-739.792.822;;823;360610163005000;407.824.896;5000;0;36;5000;2,10701E+14;BK;407.824.896;S;Block 5000;2837944;16300;-739.798.469;5;12273;517;-739.798.469;G5040;L;U;61;;823;3,6061E+14;407.824.896;5000;0;36;5000;2,10701E+14;BK;407.824.896;S;Block 5000;2837944;16300;-739.798.469;5;12273;517;-739.798.469;G5040;L;U;61;3,6061E+14;36;61;16300;5000;
Terrace Playground;Howard Avenue & Martha Street;Yes;Yes;Staten Island;;406.134.464;-740.979.139;;361;360850047001005;406.120.100;1005;0;36;1005;2,10701E+14;BK;406.120.100;S;Block 1005;6127747;4700;-740.949.955;1;180950;234;-740.949.955;G5040;L;U;85;;361;3,6085E+14;406.120.100;1005;0;36;1005;2,10701E+14;BK;406.120.100;S;Block 1005;6127747;4700;-740.949.955;1;180950;234;-740.949.955;G5040;L;U;85;3,6085E+14;36;85;4700;1005;
The Pearly Gates;Tratman Avenue, Street Peter's Avenue;Yes;;Bronx;;408.389.105;-738.458.491;;346;360050202002000;408.390.777;2000;0;36;2000;2,10701E+14;BK;408.390.777;S;Block 2000;3310258;20200;-738.464.842;2;13031;112;-738.464.842;G5040;L;U;5;;346;3,6005E+14;408.390.777;2000;0;36;2000;2,10701E+14;BK;408.390.777;S;Block 2000;3310258;20200;-738.464.842;2;13031;112;-738.464.842;G5040;L;U;5;3,6005E+14;36;5;20200;2000;
Thomas Jefferson Park;1 Avenue to FDR Drive, East 111 to East 114 streets;Yes;;Manhattan;;407.918.764;-7.393.560.579.999.990;;34;360610178003007;407.932.088;3007;0;36;3007;2,10701E+14;BK;407.932.088;S;Block 3007;3846718;17800;-739.355.906;3;65589;4;-739.355.906;G5040;L;U;61;;34;3,6061E+14;407.932.088;3007;0;36;3007;2,10701E+14;BK;407.932.088;S;Block 3007;3846718;17800;-739.355.906;3;65589;4;-739.355.906;G5040;L;U;61;3,6061E+14;36;61;17800;3007;
Tiffany Playground;Tiffany Street, Fox Street, East 167 Street;Yes;;Bronx;;408.265.229;-7.389.386.580.000.000;;25;360050125001007;408.268.807;1007;0;36;1007;2,10701E+14;BK;408.268.807;S;Block 1007;2138469;12500;-738.935.517;1;3595;7;-738.935.517;G5040;L;U;5;;25;3,6005E+14;408.268.807;1007;0;36;1007;2,10701E+14;BK;408.268.807;S;Block 1007;2138469;12500;-738.935.517;1;3595;7;-738.935.517;G5040;L;U;5;3,6005E+14;36;5;12500;1007;
Tiger Playground;Evergreen Avenue & Eldert Street;Yes;Yes;Brooklyn;;40.688.129;-7.391.169.099.999.990;;317;360470413002003;406.890.764;2003;0;36;2003;2,10701E+14;BK;406.890.764;S;Block 2003;5607115;41300;-739.113.438;2;16207;108;-739.113.438;G5040;L;U;47;;317;3,6047E+14;406.890.764;2003;0;36;2003;2,10701E+14;BK;406.890.764;S;Block 2003;5607115;41300;-739.113.438;2;16207;108;-739.113.438;G5040;L;U;47;3,6047E+14;36;47;41300;2003;
Tilden Playground;Tilden Avenue, East 48 to East 49 streets;Yes;;Brooklyn;;406.480.575;-7.393.194.559.999.990;;230;360470850001002;406.471.040;1002;0;36;1002;2,10701E+14;BK;406.471.040;S;Block 1002;4712111;85000;-739.323.268;1;17100;78;-739.323.268;G5040;L;U;47;;230;3,60471E+14;406.471.040;1002;0;36;1002;2,10701E+14;BK;406.471.040;S;Block 1002;4712111;85000;-739.323.268;1;17100;78;-739.323.268;G5040;L;U;47;3,60471E+14;36;47;85000;1002;
Todt Hill Playground;Schmidts Lane & Manor Road;Yes;Yes;Staten Island;;4.060.884;-741.211.568;;7;360850177012009;406.097.264;2009;0;36;2009;2,10701E+14;BK;406.097.264;S;Block 2009;6475183;17701;-741.190.199;2;44702;3;-741.190.199;G5040;L;U;85;;7;3,6085E+14;406.097.264;2009;0;36;2009;2,10701E+14;BK;406.097.264;S;Block 2009;6475183;17701;-741.190.199;2;44702;3;-741.190.199;G5040;L;U;85;3,6085E+14;36;85;17701;2009;
Tompkins Square Park;Avenues A to B, East 7 to East 10 streets;Yes;Yes;Manhattan;;407.287.766;-73.984.435;;854;360610034003001;407.286.135;3001;0;36;3001;2,10701E+14;BK;407.286.135;S;Block 3001;3228907;3400;-739.831.189;3;16339;567;-739.831.189;G5040;L;U;61;;854;3,6061E+14;407.286.135;3001;0;36;3001;2,10701E+14;BK;407.286.135;S;Block 3001;3228907;3400;-739.831.189;3;16339;567;-739.831.189;G5040;L;U;61;3,6061E+14;36;61;3400;3001;
Tremont Park Playground;Corner of East 175 Street & Arthur Avenue;Yes;;Bronx;;408.438.985;-738.947.239;;0;360050395004013;408.439.702;4013;0;36;4013;2,10701E+14;BK;408.439.702;S;Block 4013;2133955;39500;-738.960.104;4;3562;0;-738.960.104;G5040;L;U;5;;0;3,6005E+14;408.439.702;4013;0;36;4013;2,10701E+14;BK;408.439.702;S;Block 4013;2133955;39500;-738.960.104;4;3562;0;-738.960.104;G5040;L;U;5;3,6005E+14;36;5;39500;4013;
Triborough Bridge Playground A;Hoyt Avenue, 19 to 21 streets;Yes;;Queens;;407.639.963;-73.932.882;;224;360810045001007;407.647.480;1007;0;36;1007;2,10701E+14;BK;407.647.480;S;Block 1007;2548518;4500;-739.334.484;1;16388;83;-739.334.484;G5040;L;U;81;;224;3,6081E+14;407.647.480;1007;0;36;1007;2,10701E+14;BK;407.647.480;S;Block 1007;2548518;4500;-739.334.484;1;16388;83;-739.334.484;G5040;L;U;81;3,6081E+14;36;81;4500;1007;
Triborough Bridge Playground B;Hoyt Avenue, 21 to 23 streets;No;;Queens;;407.653.759;-739.296.586;;10;360810077001007;407.652.839;1007;0;36;1007;2,10701E+14;BK;407.652.839;S;Block 1007;3126390;7700;-739.306.516;1;15447;1;-739.306.516;G5040;L;U;81;;10;3,6081E+14;407.652.839;1007;0;36;1007;2,10701E+14;BK;407.652.839;S;Block 1007;3126390;7700;-739.306.516;1;15447;1;-739.306.516;G5040;L;U;81;3,6081E+14;36;81;7700;1007;
Underhill Playground;Underhill Avenue & Prospect Place;Yes;;Brooklyn;;406.770.641;-7.396.599.359.999.990;;502;360470205003002;406.769.226;3002;0;36;3002;2,10701E+14;BK;406.769.226;S;Block 3002;4640224;20500;-739.675.767;3;25645;249;-739.675.767;G5040;L;U;47;;502;3,6047E+14;406.769.226;3002;0;36;3002;2,10701E+14;BK;406.769.226;S;Block 3002;4640224;20500;-739.675.767;3;25645;249;-739.675.767;G5040;L;U;47;3,6047E+14;36;47;20500;3002;
Underwood Park;Lafayette & Waverly avenues;Yes;Yes;Brooklyn;;406.881.054;-739.668.524;;475;360470197004000;406.887.709;4000;0;36;4000;2,10701E+14;BK;406.887.709;S;Block 4000;4710752;19700;-739.674.501;4;13611;249;-739.674.501;G5040;L;U;47;;475;3,6047E+14;406.887.709;4000;0;36;4000;2,10701E+14;BK;406.887.709;S;Block 4000;4710752;19700;-739.674.501;4;13611;249;-739.674.501;G5040;L;U;47;3,6047E+14;36;47;19700;4000;
Union Playground (PS 214);Union Street & 31 Road;Yes;;Queens;;407.706.513;-7.382.656.639.999.990;;903;360810889033000;407.717.253;3000;0;36;3000;2,10701E+14;BK;407.717.253;S;Block 3000;3060117;88903;-738.278.832;3;55914;418;-738.278.832;G5040;L;U;81;;903;3,60811E+14;407.717.253;3000;0;36;3000;2,10701E+14;BK;407.717.253;S;Block 3000;3060117;88903;-738.278.832;3;55914;418;-738.278.832;G5040;L;U;81;3,60811E+14;36;81;88903;3000;
Union Square Park;Broadway to 4 Avenue, East 14 Street to East 17 streets;Yes;;Manhattan;;407.356.205;-739.867.469;;768;360610050004000;407.358.348;4000;0;36;4000;2,10701E+14;BK;407.358.348;S;Block 4000;3355548;5000;-739.863.742;4;11483;614;-739.863.742;G5040;L;U;61;;768;3,6061E+14;407.358.348;4000;0;36;4000;2,10701E+14;BK;407.358.348;S;Block 4000;3355548;5000;-739.863.742;4;11483;614;-739.863.742;G5040;L;U;61;3,6061E+14;36;61;5000;4000;
Van Cortlandt Park (Allen Shandler Recreation Area);Broadway, Jerome Avenue, City Line, Van Cortlandt Park South;Yes;;Bronx;;408.854.106;-738.934.812;;0;360050435031018;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;;0;3,6005E+14;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;3,6005E+14;36;5;43503;1018;
Van Cortlandt Park (Classic Playground);Van Cortlandt Park South and Gouverneur Avenue;Yes;;Bronx;;408.848.776;-73.890.838;;0;360050435031018;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;;0;3,6005E+14;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;3,6005E+14;36;5;43503;1018;
Van Cortlandt Park (Indian Field);Broadway, Jerome Avenue, City Line, Van Cortlandt Park South;Yes;Yes;Bronx;;408.854.106;-738.934.812;;0;360050435031018;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;;0;3,6005E+14;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;3,6005E+14;36;5;43503;1018;
Van Cortlandt Park (Nature Center);West 239 Street & Van Cortlandt East;Yes;;Bronx;;408.887.225;-739.078.993;;179;360050295001000;408.886.376;1000;0;36;1000;2,10701E+14;BK;408.886.376;S;Block 1000;3310241;29500;-739.084.283;1;8055;70;-739.084.283;G5040;L;U;5;;179;3,6005E+14;408.886.376;1000;0;36;1000;2,10701E+14;BK;408.886.376;S;Block 1000;3310241;29500;-739.084.283;1;8055;70;-739.084.283;G5040;L;U;5;3,6005E+14;36;5;29500;1000;
Van Cortlandt Park (Pool Building);West 242nd Street & Broadway;Yes;;Bronx;;408.894.634;-738.983.574;;0;360050435031011;408.899.569;1011;0;36;1011;2,10701E+14;BK;408.899.569;S;Block 1011;1475556;43503;-738.980.650;1;1848;0;-738.980.650;G5040;L;U;5;;0;3,6005E+14;408.899.569;1011;0;36;1011;2,10701E+14;BK;408.899.569;S;Block 1011;1475556;43503;-738.980.650;1;1848;0;-738.980.650;G5040;L;U;5;3,6005E+14;36;5;43503;1011;
Van Cortlandt Park (Stables Area);Broadway and West 254th Street;Yes;;Bronx;;409.010.626;-7.389.695.069.999.990;;315;360050345002006;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-738.971.530;2;18627;43;-738.971.530;G5040;L;U;5;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-738.971.530;2;18627;43;-738.971.530;G5040;L;U;5;3,6005E+14;36;5;34500;2006;
Van Cortlandt Park (Stadium);Broadway, Jerome Avenue, City Line, Van Cortlandt Park South;Yes;;Bronx;;408.854.106;-738.934.812;;0;360050435031018;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;;0;3,6005E+14;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;3,6005E+14;36;5;43503;1018;
Van Cortlandt Park (UC Pool Headquarters);Broadway, Jerome Avenue, City Line, Van Cortlandt Park South;Yes;;Bronx;;408.854.106;-738.934.812;;0;360050435031018;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;;0;3,6005E+14;408.866.567;1018;0;36;1018;2,10701E+14;BK;408.866.567;S;Block 1018;1770678;43503;-738.903.934;1;236226;0;-738.903.934;G5040;L;U;5;3,6005E+14;36;5;43503;1018;
Van Cortlandt Park (UC Pool Men's Locker);West 242nd Street & Broadway;Yes;;Bronx;;408.894.634;-738.983.574;;0;360050435031011;408.899.569;1011;0;36;1011;2,10701E+14;BK;408.899.569;S;Block 1011;1475556;43503;-738.980.650;1;1848;0;-738.980.650;G5040;L;U;5;;0;3,6005E+14;408.899.569;1011;0;36;1011;2,10701E+14;BK;408.899.569;S;Block 1011;1475556;43503;-738.980.650;1;1848;0;-738.980.650;G5040;L;U;5;3,6005E+14;36;5;43503;1011;
Van Cortlandt Park (Woodlawn Playground);West 239 Street & Van Cortlandt East;Yes;;Bronx;;408.887.225;-739.078.993;;179;360050295001000;408.886.376;1000;0;36;1000;2,10701E+14;BK;408.886.376;S;Block 1000;3310241;29500;-739.084.283;1;8055;70;-739.084.283;G5040;L;U;5;;179;3,6005E+14;408.886.376;1000;0;36;1000;2,10701E+14;BK;408.886.376;S;Block 1000;3310241;29500;-739.084.283;1;8055;70;-739.084.283;G5040;L;U;5;3,6005E+14;36;5;29500;1000;
Van Voorhees Lower Park;Congress, Columbia, West/South BQE;Yes;Yes;Brooklyn;;407.119.203;-739.547.927;;0;360470513004004;407.114.582;4004;0;36;4004;2,10701E+14;BK;407.114.582;S;Block 4004;4146103;51300;-739.554.466;4;8813;0;-739.554.466;G5040;L;U;47;;0;3,60471E+14;407.114.582;4004;0;36;4004;2,10701E+14;BK;407.114.582;S;Block 4004;4146103;51300;-739.554.466;4;8813;0;-739.554.466;G5040;L;U;47;3,60471E+14;36;47;51300;4004;
Vesuvio Playground;Spring & Thompson streets;Yes;Yes;Manhattan;;407.248.988;-740.026.214;;520;360610049002002;407.256.869;2002;0;36;2002;2,10701E+14;BK;407.256.869;S;Block 2002;2853983;4900;-740.024.857;2;12392;413;-740.024.857;G5040;L;U;61;;520;3,6061E+14;407.256.869;2002;0;36;2002;2,10701E+14;BK;407.256.869;S;Block 2002;2853983;4900;-740.024.857;2;12392;413;-740.024.857;G5040;L;U;61;3,6061E+14;36;61;4900;2002;
Vidalia Park;Vyse & Daly avenues between West 179-180 streets;No;Yes;Bronx;;40.853.825;-7.390.306.749.999.990;;972;360050235012001;408.542.151;2001;0;36;2001;2,10701E+14;BK;408.542.151;S;Block 2001;1632277;23501;-739.029.269;2;9657;304;-739.029.269;G5040;L;U;5;;972;3,6005E+14;408.542.151;2001;0;36;2001;2,10701E+14;BK;408.542.151;S;Block 2001;1632277;23501;-739.029.269;2;9657;304;-739.029.269;G5040;L;U;5;3,6005E+14;36;5;23501;2001;
Vinmont Veteran Playground;Mosholu Avenue, West 254 Street, Riverdale Avenue, West 256 Street;Yes;Yes;Bronx;;409.041.461;-739.050.196;;558;360050323001000;409.054.989;1000;0;36;1000;2,10701E+14;BK;409.054.989;S;Block 1000;1603790;32300;-739.052.111;1;34257;365;-739.052.111;G5040;L;U;5;;558;3,6005E+14;409.054.989;1000;0;36;1000;2,10701E+14;BK;409.054.989;S;Block 1000;1603790;32300;-739.052.111;1;34257;365;-739.052.111;G5040;L;U;5;3,6005E+14;36;5;32300;1000;
Virginia Playground;Virginia Avenue, McGraw Avenue, Cross Bronx Expressway, White Plains Road;No;;Bronx;;408.561.899;-738.674.046;;630;360050224032001;408.555.601;2001;0;36;2001;2,10701E+14;BK;408.555.601;S;Block 2001;1475668;22403;-738.671.657;2;20385;244;-738.671.657;G5040;L;U;5;;630;3,6005E+14;408.555.601;2001;0;36;2001;2,10701E+14;BK;408.555.601;S;Block 2001;1475668;22403;-738.671.657;2;20385;244;-738.671.657;G5040;L;U;5;3,6005E+14;36;5;22403;2001;
Vleigh Place Playground;Vleigh Place & 141 Street;Yes;Yes;Queens;;4.071.944;-738.206.507;;0;360810779033004;407.198.354;3004;0;36;3004;2,10701E+14;BK;407.198.354;S;Block 3004;2939030;77903;-738.208.990;3;4195;0;-738.208.990;G5040;L;U;81;;0;3,60811E+14;407.198.354;3004;0;36;3004;2,10701E+14;BK;407.198.354;S;Block 3004;2939030;77903;-738.208.990;3;4195;0;-738.208.990;G5040;L;U;81;3,60811E+14;36;81;77903;3004;
